GEOID,Year,variable,mean,up,low
Auburn-North,2000,Prevalence of 3-person household,0.09837203794983784,0.10524101132331162,0.09189960799236059
Auburn-South,2000,Prevalence of 3-person household,0.0740681557767232,0.07939343537289116,0.06908362137902395
Ballard,2000,Prevalence of 3-person household,0.08869764128191548,0.09498638553861197,0.08278232269699014
Beacon/Gtown/S.Park,2000,Prevalence of 3-person household,0.07115080673711575,0.07628576475528386,0.0663409693597999
Bear Creek/Carnation/Duvall,2000,Prevalence of 3-person household,0.07356888711381872,0.07887783736211783,0.06858718215197016
Bellevue-Central,2000,Prevalence of 3-person household,0.08897866457535043,0.09528901454022896,0.08304271101872873
Bellevue-NE,2000,Prevalence of 3-person household,0.0776526763041461,0.08321720745782975,0.07243363369180057
Bellevue-South,2000,Prevalence of 3-person household,0.08111056354422208,0.08687874889954965,0.07569628931942948
Bellevue-West,2000,Prevalence of 3-person household,0.0743757608932344,0.07971327546930161,0.06937615821297259
Black Diamond/Enumclaw/SE County,2000,Prevalence of 3-person household,0.08361147867745808,0.08956962040620943,0.07802096956270373
Bothell/Woodinville,2000,Prevalence of 3-person household,0.036983736627112254,0.03978274228375265,0.0343876043490693
Burien,2000,Prevalence of 3-person household,0.10525674434374477,0.11253027777176727,0.09838997923329706
Capitol Hill/E.lake,2000,Prevalence of 3-person household,0.0712971171493855,0.0764427008774895,0.06647926841393306
Central Seattle,2000,Prevalence of 3-person household,0.07628272404885522,0.08178462517577703,0.07111870583557349
Covington/Maple Valley,2000,Prevalence of 3-person household,0.0960514215105353,0.10277151675084494,0.0897236451789522
Delridge,2000,Prevalence of 3-person household,0.05984276267474555,0.06424123745551988,0.05573869098618271
Des Moines/Normandy Park,2000,Prevalence of 3-person household,0.11565281533026343,0.12354604197117457,0.10818792579297534
Downtown,2000,Prevalence of 3-person household,0.07861765247549488,0.08424523945622386,0.07333443643986462
East Federal Way,2000,Prevalence of 3-person household,0.09359428653363162,0.10014512947796542,0.0874335171816787
Fairwood,2000,Prevalence of 3-person household,0.11422132950676339,0.12200480688121723,0.1068570113265792
Fed Way-Central/Military Rd,2000,Prevalence of 3-person household,0.12039855956903162,0.12863824619587227,0.11260765295278613
Fed Way-Dash Point/Woodmont,2000,Prevalence of 3-person household,0.11261635049290082,0.12030655564151492,0.10535120956690784
Fremont/Greenlake,2000,Prevalence of 3-person household,0.09419944622961389,0.10081291478643654,0.08796480561751154
Issaquah,2000,Prevalence of 3-person household,0.09321772178134344,0.09971431332099641,0.08709647614448532
Kenmore/LFP,2000,Prevalence of 3-person household,0.05101255255402321,0.05478535549863298,0.04749264292349815
Kent-East,2000,Prevalence of 3-person household,0.1002083897993375,0.10717340945741599,0.09364479488429062
Kent-SE,2000,Prevalence of 3-person household,0.10700048608308431,0.1143865206495334,0.1000261052548609
Kent-West,2000,Prevalence of 3-person household,0.09604537881140399,0.10271945987061694,0.08976220650707993
Kirkland,2000,Prevalence of 3-person household,0.07840059318712288,0.08400597351240834,0.07313748075516875
Kirkland North,2000,Prevalence of 3-person household,0.052735528090142134,0.05662737601562035,0.04910700373795628
Mercer Isle/Pt Cities,2000,Prevalence of 3-person household,0.09803205357670444,0.10483276247526112,0.09161223777245044
NE Seattle,2000,Prevalence of 3-person household,0.08358358948203247,0.0895446213436031,0.0779807183486039
Newcastle/Four Creeks,2000,Prevalence of 3-person household,0.09110169895519551,0.09749347299436917,0.08508636866436178
North Highline,2000,Prevalence of 3-person household,0.11528782499366369,0.12310500432943919,0.10787937121117688
North Seattle,2000,Prevalence of 3-person household,0.07715391714210762,0.08267901470584138,0.07196191326761132
NW Seattle,2000,Prevalence of 3-person household,0.07756945033138125,0.0831317561752337,0.07234808567982023
QA/Magnolia,2000,Prevalence of 3-person household,0.0853209917149383,0.09136289012357425,0.07964025187119518
