GEOID,Year,variable,mean,up,low
Auburn-North,2000,Prevalence of 2-person household,0.21492035086245712,0.22918055238482862,0.20130663729019568
Auburn-South,2000,Prevalence of 2-person household,0.2020487689765111,0.21562615008276692,0.18913519451035551
Ballard,2000,Prevalence of 2-person household,0.22341709255154343,0.23815395772304102,0.20931868318780797
Beacon/Gtown/S.Park,2000,Prevalence of 2-person household,0.22351512964340126,0.2381604731733746,0.2095033368638987
Bear Creek/Carnation/Duvall,2000,Prevalence of 2-person household,0.20319805075928685,0.21699278328272772,0.19006208003384756
Bellevue-Central,2000,Prevalence of 2-person household,0.1803558529448976,0.1930585066714192,0.1683329667197751
Bellevue-NE,2000,Prevalence of 2-person household,0.19848637313599504,0.2120202834989888,0.1856193262929163
Bellevue-South,2000,Prevalence of 2-person household,0.14795388092736028,0.1589317418746063,0.13770040896813793
Bellevue-West,2000,Prevalence of 2-person household,0.19937186391579464,0.21290002769290103,0.18650974237149073
Black Diamond/Enumclaw/SE County,2000,Prevalence of 2-person household,0.1999749265237433,0.21359800851186186,0.18702565806601076
Bothell/Woodinville,2000,Prevalence of 2-person household,0.1625846211869135,0.1742803237551665,0.15157432572177745
Burien,2000,Prevalence of 2-person household,0.22831111765805007,0.2431481608790017,0.21409975587432628
Capitol Hill/E.lake,2000,Prevalence of 2-person household,0.1827184274414138,0.19546180210635458,0.1706699389401017
Central Seattle,2000,Prevalence of 2-person household,0.21149738093271148,0.22573973183268015,0.19791384942279508
Covington/Maple Valley,2000,Prevalence of 2-person household,0.20250295798076112,0.216247343666234,0.18941866337743782
Delridge,2000,Prevalence of 2-person household,0.1958806324571123,0.209321754191673,0.183129463567441
Des Moines/Normandy Park,2000,Prevalence of 2-person household,0.24605901312205186,0.2616329371242645,0.23107601157585794
Downtown,2000,Prevalence of 2-person household,0.21618714847835505,0.2305309659072915,0.20248455701780946
East Federal Way,2000,Prevalence of 2-person household,0.2150217005402127,0.2292228609445088,0.2014618883903939
Fairwood,2000,Prevalence of 2-person household,0.25817045058333266,0.2742599341662073,0.2425950891247863
Fed Way-Central/Military Rd,2000,Prevalence of 2-person household,0.24821586465847137,0.26418422024343907,0.23287837636666656
Fed Way-Dash Point/Woodmont,2000,Prevalence of 2-person household,0.23156969667694582,0.24646173357209503,0.21729679935077717
Fremont/Greenlake,2000,Prevalence of 2-person household,0.22360158870818245,0.23835273204047702,0.20948403324167975
Issaquah,2000,Prevalence of 2-person household,0.2126536690970758,0.2265421933836018,0.19937926161042732
Kenmore/LFP,2000,Prevalence of 2-person household,0.18179096918546903,0.19443312809403407,0.16981905904072161
Kent-East,2000,Prevalence of 2-person household,0.19615898689748248,0.20945972432283325,0.1835254724803263
Kent-SE,2000,Prevalence of 2-person household,0.2261705840242621,0.24090262855087508,0.21206466799002072
Kent-West,2000,Prevalence of 2-person household,0.1996590359426792,0.21314305026151956,0.1868346906034722
Kirkland,2000,Prevalence of 2-person household,0.1913738683124034,0.20453053588058934,0.17888592881730833
Kirkland North,2000,Prevalence of 2-person household,0.17761728061573653,0.19001399891674026,0.16589224472820208
Mercer Isle/Pt Cities,2000,Prevalence of 2-person household,0.19005973961322847,0.20298820052579844,0.1777862691607588
NE Seattle,2000,Prevalence of 2-person household,0.21065223598813307,0.22482703385511865,0.19712896663289295
Newcastle/Four Creeks,2000,Prevalence of 2-person household,0.20002972751340786,0.21358339913144025,0.18713489394456068
North Highline,2000,Prevalence of 2-person household,0.24000445572772752,0.25533188324374084,0.22527073678175555
North Seattle,2000,Prevalence of 2-person household,0.2008614811434845,0.21441157261411284,0.18796407477776325
NW Seattle,2000,Prevalence of 2-person household,0.2053440964225777,0.2191786707110177,0.19216578784920854
QA/Magnolia,2000,Prevalence of 2-person household,0.21829686855208458,0.23262427411185815,0.20459729399192078
Redmond,2000,Prevalence of 2-person household,0.21088142540808236,0.2250131247225984,0.19739463565589663
Renton-East,2000,Prevalence of 2-person household,0.19172526572450319,0.20486031075267228,0.1792624562943395
Renton-North,2000,Prevalence of 2-person household,0.1861381475884203,0.19881335735339117,0.1741187669201966
Renton-South,2000,Prevalence of 2-person household,0.19499700916646534,0.20820471271215227,0.18244677564503817
Sammamish,2000,Prevalence of 2-person household,0.24121639087051988,0.25654114608931916,0.22646581436368904
SE Seattle,2000,Prevalence of 2-person household,0.1848377367511704,0.1976880829741155,0.1726727871454057
SeaTac/Tukwila,2000,Prevalence of 2-person household,0.21004603271193395,0.224101439094013,0.19664186915240137
Shoreline,2000,Prevalence of 2-person household,0.2030371537189593,0.21665941357017343,0.19005411214269793
Snoqualmie/North Bend/Skykomish,2000,Prevalence of 2-person household,0.24775631850005772,0.26335035898704195,0.23272104218490045
Vashon Island,2000,Prevalence of 2-person household,0.21813856001776097,0.23007014550631655,0.20662473869529555
West Seattle,2000,Prevalence of 2-person household,0.19739070851719187,0.21087820752683983,0.18458795668544692
Auburn-North,2001,Prevalence of 2-person household,0.21946118714908486,0.2535337840780457,0.190320647658349
Auburn-South,2001,Prevalence of 2-person household,0.20636981558932588,0.23890518143939624,0.1785838422759588
Ballard,2001,Prevalence of 2-person household,0.22809567067104036,0.26308521174258725,0.19806958833826152
Beacon/Gtown/S.Park,2001,Prevalence of 2-person household,0.22817105645630845,0.2631649505296808,0.19819182767830856
Bear Creek/Carnation/Duvall,2001,Prevalence of 2-person household,0.20754626698396206,0.24044346208118741,0.1796115131010889
Bellevue-Central,2001,Prevalence of 2-person household,0.18437277004343663,0.2146092139785759,0.15889843831225062
Bellevue-NE,2001,Prevalence of 2-person household,0.20278578537209932,0.23515254750715173,0.17536693438905349
Bellevue-South,2001,Prevalence of 2-person household,0.15137916949353966,0.1773870733311262,0.12969811122293443
Bellevue-West,2001,Prevalence of 2-person household,0.20367945604111595,0.236081126716638,0.1761835970026131
Black Diamond/Enumclaw/SE County,2001,Prevalence of 2-person household,0.2042727324092729,0.23674482850815454,0.17665534491127569
Bothell/Woodinville,2001,Prevalence of 2-person household,0.16623327067357224,0.19415141955014123,0.14284093984120255
Burien,2001,Prevalence of 2-person household,0.23305144137911618,0.26845753273814393,0.20258990927113077
Capitol Hill/E.lake,2001,Prevalence of 2-person household,0.1867374805883131,0.21714498801186663,0.16101101686964847
Central Seattle,2001,Prevalence of 2-person household,0.21596499044970194,0.24978386141618136,0.18711073671826278
Covington/Maple Valley,2001,Prevalence of 2-person household,0.20682725223126847,0.23961463204059105,0.17894673048711635
Delridge,2001,Prevalence of 2-person household,0.20010299908006846,0.2321046319475718,0.1729332916699987
Des Moines/Normandy Park,2001,Prevalence of 2-person household,0.25103741913865846,0.28811054585047857,0.2189112773424969
Downtown,2001,Prevalence of 2-person household,0.22073090575770263,0.25495641017480014,0.19147290157781127
East Federal Way,2001,Prevalence of 2-person household,0.21956729891887752,0.25358531194533773,0.19043182572666825
Fairwood,2001,Prevalence of 2-person household,0.26327157066178697,0.3013933389064587,0.23004961861085596
Fed Way-Central/Military Rd,2001,Prevalence of 2-person household,0.2532349276616542,0.2906658451993172,0.22076451613956483
Fed Way-Dash Point/Woodmont,2001,Prevalence of 2-person household,0.23635715497447668,0.2719752121966583,0.20559781948104902
Fremont/Greenlake,2001,Prevalence of 2-person household,0.2282617372829274,0.263344498721417,0.19823176429990702
Issaquah,2001,Prevalence of 2-person household,0.21712736706729716,0.2507574065893068,0.18836030964932465
Kenmore/LFP,2001,Prevalence of 2-person household,0.18578516193017722,0.21612029072897945,0.16023205295309692
Kent-East,2001,Prevalence of 2-person household,0.20042774428748267,0.23233393784126943,0.17325941855261706
Kent-SE,2001,Prevalence of 2-person household,0.23088767207520014,0.2660829283253733,0.20062737507506426
Kent-West,2001,Prevalence of 2-person household,0.2039662088558962,0.23629609681548605,0.1764187919963664
Kirkland,2001,Prevalence of 2-person household,0.195543555701808,0.22705262421553993,0.1688935030834769
Kirkland North,2001,Prevalence of 2-person household,0.18153072801227108,0.21133546325088085,0.1564444186935997
Mercer Isle/Pt Cities,2001,Prevalence of 2-person household,0.19426251535607927,0.22543840098636472,0.16780531239629312
NE Seattle,2001,Prevalence of 2-person household,0.21511132558959276,0.24884493692558093,0.1863891116712642
Newcastle/Four Creeks,2001,Prevalence of 2-person household,0.20434309451691166,0.2368312184861961,0.17676725889505948
North Highline,2001,Prevalence of 2-person household,0.24488931982252804,0.2814322442315657,0.21331949128596026
North Seattle,2001,Prevalence of 2-person household,0.20517960145333064,0.23772705262573074,0.17755156884588305
NW Seattle,2001,Prevalence of 2-person household,0.20973648328894423,0.24278635853807431,0.18158690566735997
QA/Magnolia,2001,Prevalence of 2-person household,0.22287697713336235,0.25721428406793395,0.19344392008608666
Redmond,2001,Prevalence of 2-person household,0.2153585393519332,0.24908884457864708,0.18664472565016024
Renton-East,2001,Prevalence of 2-person household,0.19592339346507795,0.22739984737977215,0.16924463595293576
