GEOID,Year,variable,mean,up,low
Auburn-North,2000,Prevalence of 3-person household among Owners,0.16276003119198032,0.16753237097851986,0.15809913619925725
Auburn-South,2000,Prevalence of 3-person household among Owners,0.1670082212968748,0.17187606326593682,0.16224961044139913
Ballard,2000,Prevalence of 3-person household among Owners,0.157828698840148,0.16247951173949945,0.15328528478112102
Beacon/Gtown/S.Park,2000,Prevalence of 3-person household among Owners,0.16399908012256906,0.16878582644930284,0.15931797644353152
Bear Creek/Carnation/Duvall,2000,Prevalence of 3-person household among Owners,0.19171358850746242,0.1971362877529778,0.18640167591849985
Bellevue-Central,2000,Prevalence of 3-person household among Owners,0.15421240932889682,0.15878291550221182,0.14975347292235563
Bellevue-NE,2000,Prevalence of 3-person household among Owners,0.17120159334855473,0.1761664781410824,0.1663472721540975
Bellevue-South,2000,Prevalence of 3-person household among Owners,0.18890707975261053,0.19426261860721372,0.18366168957459025
Bellevue-West,2000,Prevalence of 3-person household among Owners,0.13586960894240238,0.1399899127961244,0.13185987627583434
Black Diamond/Enumclaw/SE County,2000,Prevalence of 3-person household among Owners,0.17835391592084707,0.18348270836551753,0.1733369810006607
Bothell/Woodinville,2000,Prevalence of 3-person household among Owners,0.17246079921017152,0.17745832990299387,0.16757660523884846
Burien,2000,Prevalence of 3-person household among Owners,0.15521479046019918,0.1598023632140331,0.15073469274054127
Capitol Hill/E.lake,2000,Prevalence of 3-person household among Owners,0.1226505127440283,0.12641870819133727,0.11898077717994679
Central Seattle,2000,Prevalence of 3-person household among Owners,0.15864986929421737,0.16330655961600515,0.15409367549094546
Covington/Maple Valley,2000,Prevalence of 3-person household among Owners,0.18640583812548622,0.1917136433571717,0.18120741102757834
Delridge,2000,Prevalence of 3-person household among Owners,0.15855521286321944,0.16322072190775783,0.1540001724933351
Des Moines/Normandy Park,2000,Prevalence of 3-person household among Owners,0.157863058141903,0.16251604704649358,0.15331925940319957
Downtown,2000,Prevalence of 3-person household among Owners,0.03450854015146125,0.03569511568475184,0.03336813910424264
East Federal Way,2000,Prevalence of 3-person household among Owners,0.1826724675653202,0.18788733679414574,0.17756775977010228
Fairwood,2000,Prevalence of 3-person household among Owners,0.18555001700859242,0.19084453304454457,0.18036680455559964
Fed Way-Central/Military Rd,2000,Prevalence of 3-person household among Owners,0.17277156785772177,0.1777758216978179,0.16787975503645772
Fed Way-Dash Point/Woodmont,2000,Prevalence of 3-person household among Owners,0.16956675361431797,0.17449131619202546,0.16475117840445214
Fremont/Greenlake,2000,Prevalence of 3-person household among Owners,0.1601755315358841,0.16487423013883226,0.1555832657947553
Issaquah,2000,Prevalence of 3-person household among Owners,0.15174063903090498,0.15625774174472437,0.14733506128840643
Kenmore/LFP,2000,Prevalence of 3-person household among Owners,0.18509539950627724,0.19037215432144253,0.1799288375863766
Kent-East,2000,Prevalence of 3-person household among Owners,0.18045638745888565,0.1856300862459654,0.17539326428756494
Kent-SE,2000,Prevalence of 3-person household among Owners,0.17454486977555198,0.17958025615917847,0.16962029607901397
