GEOID,Year,variable,mean,up,low
Auburn-North,2000,Prevalence of 2-person household among renters,0.27838292118570185,0.28898603352328733,0.26801857015952923
Auburn-South,2000,Prevalence of 2-person household among renters,0.276469212858942,0.28709796704369,0.2660837345680502
Ballard,2000,Prevalence of 2-person household among renters,0.3508419095384578,0.3628965023537191,0.3389408157833356
Beacon/Gtown/S.Park,2000,Prevalence of 2-person household among renters,0.2581501984207595,0.268307937194763,0.2482842546894781
Bear Creek/Carnation/Duvall,2000,Prevalence of 2-person household among renters,0.3111151575388414,0.3223774313281813,0.3000705183332609
Bellevue-Central,2000,Prevalence of 2-person household among renters,0.31506090328495023,0.32653604656948815,0.3038116923889507
Bellevue-NE,2000,Prevalence of 2-person household among renters,0.32525995564276616,0.33677897746296404,0.3139345802726486
Bellevue-South,2000,Prevalence of 2-person household among renters,0.324743645164289,0.3362527318362064,0.31342617351121693
Bellevue-West,2000,Prevalence of 2-person household among renters,0.3360521858097351,0.3477471563047452,0.3245193632430782
Black Diamond/Enumclaw/SE County,2000,Prevalence of 2-person household among renters,0.2717484784886456,0.28220166742485076,0.26156005779841845
Bothell/Woodinville,2000,Prevalence of 2-person household among renters,0.30125741487129665,0.3124102822825312,0.29035006892468584
Burien,2000,Prevalence of 2-person household among renters,0.25142811331575465,0.26147520892223125,0.24168365353107263
Capitol Hill/E.lake,2000,Prevalence of 2-person household among renters,0.32418020162323263,0.3357491503047108,0.31278850305452527
Central Seattle,2000,Prevalence of 2-person household among renters,0.2993797463080059,0.3105000877970832,0.28846066091245853
Covington/Maple Valley,2000,Prevalence of 2-person household among renters,0.2863232201303911,0.29703880911240127,0.2758469169446244
Delridge,2000,Prevalence of 2-person household among renters,0.30671839116350663,0.3180016703790721,0.2956335235743634
Des Moines/Normandy Park,2000,Prevalence of 2-person household among renters,0.28525291166703676,0.2960342259744442,0.27468782130043434
Downtown,2000,Prevalence of 2-person household among renters,0.22915432463559895,0.2387789827733122,0.21990045519991128
East Federal Way,2000,Prevalence of 2-person household among renters,0.2728448738987139,0.2833086361442992,0.2626300647502645
Fairwood,2000,Prevalence of 2-person household among renters,0.3156056365058579,0.32693842353656405,0.3044543991294378
Fed Way-Central/Military Rd,2000,Prevalence of 2-person household among renters,0.2844306922728564,0.29527576014329904,0.2738156819956175
Fed Way-Dash Point/Woodmont,2000,Prevalence of 2-person household among renters,0.27919470036456817,0.2898375704237407,0.2687872683161145
Fremont/Greenlake,2000,Prevalence of 2-person household among renters,0.33761785949486206,0.34938343690146084,0.32602154022678753
Issaquah,2000,Prevalence of 2-person household among renters,0.3238986282006749,0.33540941501247884,0.3125775930100235
Kenmore/LFP,2000,Prevalence of 2-person household among renters,0.31663096882688463,0.32806678283602553,0.30540356864831647
Kent-East,2000,Prevalence of 2-person household among renters,0.28107020097520513,0.2917456168634345,0.2706369114274688
Kent-SE,2000,Prevalence of 2-person household among renters,0.2668475484940986,0.27719337467037225,0.2567688047790932
Kent-West,2000,Prevalence of 2-person household among renters,0.2657000889088566,0.2760011864902425,0.25566604506893353
Kirkland,2000,Prevalence of 2-person household among renters,0.3484993434554643,0.360418695174322,0.33671808109269663
Kirkland North,2000,Prevalence of 2-person household among renters,0.32158731433378546,0.33303149161181195,0.31034288782512603
Mercer Isle/Pt Cities,2000,Prevalence of 2-person household among renters,0.2979257240800536,0.30895098275730115,0.28713808993547724
NE Seattle,2000,Prevalence of 2-person household among renters,0.3137295460743526,0.32512779076436554,0.3025599155140074
Newcastle/Four Creeks,2000,Prevalence of 2-person household among renters,0.3315737356990635,0.343144493927003,0.32016094898703473
North Highline,2000,Prevalence of 2-person household among renters,0.2767012688359614,0.2872734711391762,0.26637624264795995
North Seattle,2000,Prevalence of 2-person household among renters,0.3220942557455842,0.33358142714834027,0.31080607027658064
NW Seattle,2000,Prevalence of 2-person household among renters,0.3256551955426928,0.3372493331887743,0.31426221450173497
QA/Magnolia,2000,Prevalence of 2-person household among renters,0.32628982268920553,0.33789720711069715,0.3148645523934258
Redmond,2000,Prevalence of 2-person household among renters,0.34204798382551627,0.3538920711947073,0.3303614034319376
Renton-East,2000,Prevalence of 2-person household among renters,0.29425998947673865,0.3052328244477396,0.2835245682630521
Renton-North,2000,Prevalence of 2-person household among renters,0.2807423819765082,0.29147287617913,0.27029140797205936
Renton-South,2000,Prevalence of 2-person household among renters,0.2906426181394574,0.3014846062404293,0.2800215141340106
Sammamish,2000,Prevalence of 2-person household among renters,0.3021446619237366,0.3132774835463388,0.2912595332591283
